,name,rating,reviews,type,hq,old,employees
7691,OSB India,3.1,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",18 years old,201-500 Employees (India)
7692,O3 Hire,4.3,(63 Reviews),Other,Ludhiana + 8 more,6 years old,51-200 Employees (India)
7693,ZF Group,4.0,(63 Reviews),Hyderabad/Secunderabad + 6 more,5k-10k Employees (India),,
7694,Mando Softtech,4.3,(63 Reviews),Gurugram,17 years old,501-1k Employees (India),
7695,FM LOGISTIC,3.8,(63 Reviews),Private,Lorraine + 14 more,55 years old,1k-5k Employees (India)
7696,Trimed Solutions...,3.7,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",10 years old,201-500 Employees (India)
7697,Vcare Trichology,4.1,(63 Reviews),"Chennai,Tamil Nadu + 11 more",18 years old,201-500 Employees (India),
7698,Sai Estate consu...,2.6,(63 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,51-200 Employees (India)
7699,Arzooo.com,3.2,(63 Reviews),"Bangalore,Karnataka + 20 more",6 years old,51-200 Employees (India),
7700,Spinco Biotech,3.9,(62 Reviews),Private,"Chennai,Tamil Nadu + 12 more",41 years old,201-500 Employees (India)
7701,Hindustan Motors,4.3,(62 Reviews),Public,Kolkata + 14 more,80 years old,51-200 Employees (India)
7702,Featherlite,3.1,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",57 years old,1k-5k Employees (India)
7703,JSM Corporation,3.8,(62 Reviews),Private,"Mumbai,Maharashtra + 10 more",18 years old,201-500 Employees (India)
7704,Nirmal Industria...,4.2,(62 Reviews),Private,"Mumbai,Maharashtra + 11 more",49 years old,51-200 Employees (India)
7705,International SO...,3.1,(62 Reviews),Private,Singapore + 10 more,22 years old,201-500 Employees (India)
7706,Unitech Machines,3.8,(62 Reviews),Private,Gurgaon + 9 more,36 years old,1k-5k Employees (India)
7707,Capricot Technol...,4.0,(62 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",9 years old,51-200 Employees (India)
7708,otsuka chemical ...,4.4,(62 Reviews),Jaipur + 5 more,201-500 Employees (India),,
7709,AVON TUBETECH,2.8,(62 Reviews),Private,Palwal + 4 more,25 years old,51-200 Employees (India)
7710,Vakilsearch,3.6,(62 Reviews),Private,"Chennai,Tamil Nadu + 1 more",10 years old,51-200 Employees (India)
7711,PathPartner Tech...,4.3,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
7712,GE Digital,4.1,(62 Reviews),Private,San Ramon + 5 more,11 years old,1k-5k Employees (Global)
7713,NDS InfoServ,2.0,(62 Reviews),Private,"Dallas,Texas + 9 more",22 years old,201-500 Employees (India)
7714,Mahabal Group of...,3.7,(62 Reviews),Sangli + 3 more,57 years old,51-200 Employees (India),
7715,Sohan Lal Commod...,4.3,(62 Reviews),Delhi + 10 more,51 years old,501-1k Employees (India),
7716,Medfin India,4.2,(62 Reviews),"Bangalore,Karnataka + 3 more",6 years old,51-200 Employees (India),
7717,The Beer Cafe,3.7,(62 Reviews),Private,"Gurgaon,Haryana + 9 more",10 years old,201-500 Employees (India)
7718,Unify Technologi...,3.6,(62 Reviews),Private,"Bellevue,WA + 4 more",7 years old,201-500 Employees (India)
7719,INFAC,3.5,(62 Reviews),Private,Songpa-gu + 2 more,53 years old,
7720,Al Ayuni Investm...,4.3,(62 Reviews),Private,Riyadh + 3 more,62 years old,1k-5k Employees (India)
7721,Stesalit,3.2,(62 Reviews),Private,Kolkata + 12 more,12 years old,51-200 Employees (India)
7722,Pena4 Tech Solut...,3.8,(62 Reviews),Private,"Center Valley,Pennsylvania",18 years old,201-500 Employees (India)
7723,Flint Group,3.5,(62 Reviews),Private,"Luxembourg,Luxembourg + 6 more",17 years old,51-200 Employees (India)
7724,Paranjape Autoca...,3.7,(62 Reviews),Pune,49 years old,501-1k Employees (India),
7725,S.R.Batliboi & C...,3.1,(62 Reviews),Private,London + 7 more,33 years old,201-500 Employees (Global)
7726,Insta Exhibition,3.3,(62 Reviews),Private,Mumbai + 5 more,19 years old,201-500 Employees (India)
7727,Hindustan Steelw...,3.8,(62 Reviews),Private,Kolkata + 11 more,58 years old,501-1k Employees (India)
7728,Supreme Group,3.8,(62 Reviews),Private,Dubai + 17 more,65 years old,1 Lakh+ Employees (India)
7729,Champ Info Softw...,3.4,(62 Reviews),Noida + 3 more,11 years old,51-200 Employees (India),
7730,Krishna Beads In...,3.2,(62 Reviews),Mumbai + 4 more,42 years old,51-200 Employees (India),
7731,Capricot Technol...,4.0,(62 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",9 years old,51-200 Employees (India)
7732,Paayas Milk Prod...,4.1,(62 Reviews),Private,"Jaipur,Rajasthan + 3 more",10 years old,11-50 Employees (India)
7733,Bharat Hotels,3.9,(62 Reviews),"Delhi/NCR,New Delhi + 9 more",41 years old,51-200 Employees (India),
7734,Lark Laboratorie...,3.8,(62 Reviews),New Delhi + 7 more,43 years old,51-200 Employees (India),
7735,SHOP CJ Network,3.3,(62 Reviews),Private,Mumbai + 8 more,14 years old,501-1k Employees (India)
7736,China Steel Corp...,4.4,(62 Reviews),Kaohsiung + 3 more,51 years old,51-200 Employees (India),
7737,otsuka chemical ...,4.4,(62 Reviews),Jaipur + 5 more,201-500 Employees (India),,
7738,Foundation To Ed...,4.2,(62 Reviews),NGO/NPO,Mumbai + 12 more,15 years old,1k-5k Employees (India)
7739,Scc Infrastructu...,3.3,(62 Reviews),Private,"Ahmedabad,Gujarat + 8 more",28 years old,201-500 Employees (Global)
7740,Plr Projects,4.2,(62 Reviews),Hyderabad + 10 more,42 years old,201-500 Employees (India),
7741,Menzies Aviation...,4.2,(62 Reviews),Private,Bangalore + 1 more,14 years old,501-1k Employees (India)
7742,Sharda Hospital,3.4,(62 Reviews),Private,Noida + 3 more,16 years old,201-500 Employees (India)
7743,Superon Schweiss...,4.1,(62 Reviews),Public,Gurgaon + 2 more,28 years old,51-200 Employees (India)
7744,Avinash Group,4.4,(62 Reviews),Private,Raipur + 2 more,26 years old,1k-5k Employees (India)
7745,Edgetech Air Sys...,3.3,(62 Reviews),New Delhi + 6 more,17 years old,51-200 Employees (India),
7746,Gates Unitta Ind...,4.5,(62 Reviews),Private,Singapore + 8 more,111 years old,201-500 Employees (India)
7747,Seco Komos Autom...,3.7,(62 Reviews),Private,Hwaseong-si + 3 more,55 years old,201-500 Employees (Global)
7748,Transmission Cor...,4.1,(62 Reviews),Public,Vijayawada + 13 more,23 years old,1k-5k Employees (India)
7749,RACL Geartech,4.1,(62 Reviews),Public,Noida + 3 more,33 years old,201-500 Employees (India)
7750,Irvine Infocom,3.3,(62 Reviews),Private,"New Delhi,Delhi + 2 more",6 years old,201-500 Employees (Global)
7751,Qbss,3.8,(62 Reviews),,,,
7752,Garments India,4.5,(62 Reviews),Private,Jaipur + 20 more,44 years old,501-1k Employees (Global)
7753,Gj Solutions,3.4,(62 Reviews),Private,Hyderabad + 2 more,12 years old,201-500 Employees (Global)
7754,Spinco Biotech,3.9,(62 Reviews),Private,"Chennai,Tamil Nadu + 12 more",41 years old,201-500 Employees (India)
7755,MIDLAND CREDIT M...,4.3,(62 Reviews),Private,San Diego + 1 more,69 years old,1k-5k Employees (India)
7756,Hindustan Motors,4.3,(62 Reviews),Public,Kolkata + 14 more,80 years old,51-200 Employees (India)
7757,FANUC,4.0,(62 Reviews),Private,Oshino + 9 more,66 years old,201-500 Employees (India)
7758,ThinkPalm Techno...,4.2,(62 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",12 years old,201-500 Employees (India)
7759,Fare Labs,3.5,(62 Reviews),Gurugram + 2 more,23 years old,51-200 Employees (India),
7760,Seshasayee Paper...,4.2,(62 Reviews),Private,"Chennai,Tamil Nadu + 4 more",62 years old,1k-5k Employees (India)
7761,Paushak,3.3,(62 Reviews),Public,"Vadodara/Baroda,Gujarat + 2 more",50 years old,51-200 Employees (India)
7762,Rivulis Irrigati...,4.3,(62 Reviews),"Mumbai,Maharashtra + 19 more",56 years old,501-1k Employees (India),
7763,Cameo Global,3.9,(62 Reviews),Private,"Pleasanton,California",17 years old,201-500 Employees (India)
7764,Macurex Sensors,3.4,(62 Reviews),Private,Bangalore + 1 more,501-1k Employees (India),
7765,Nirmal Industria...,4.2,(62 Reviews),Private,"Mumbai,Maharashtra + 11 more",49 years old,51-200 Employees (India)
7766,Jindal ITF,4.3,(62 Reviews),Public,New Delhi + 11 more,15 years old,51-200 Employees (India)
7767,JSM Corporation,3.8,(62 Reviews),Private,"Mumbai,Maharashtra + 10 more",18 years old,201-500 Employees (India)
7768,Isagro (Asia) Ag...,3.7,(62 Reviews),Private,"Milan,Milan + 15 more",29 years old,201-500 Employees (India)
7769,Prabha Engineeri...,3.6,(62 Reviews),Private,Mumbai + 6 more,64 years old,51-200 Employees (India)
7770,Redco Internatio...,4.4,(62 Reviews),Doha + 2 more,40 years old,5k-10k Employees (Global),
7771,Aryan Imaging & ...,3.4,(62 Reviews),Private,"Pune,Maharashtra + 14 more",19 years old,201-500 Employees (India)
7772,Aster Teleservic...,4.7,(62 Reviews),Private,Hyderabad + 11 more,24 years old,1k-5k Employees (India)
7773,Al Adrak Trading...,4.0,(62 Reviews),Muscat + 11 more,32 years old,1k-5k Employees (India),
7774,Weather Risk Man...,3.9,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",18 years old,201-500 Employees (India)
7775,Komal Tex Fab,3.1,(62 Reviews),Private,Ahmedabad + 2 more,41 years old,51-200 Employees (India)
7776,Amrit Bottlers,4.6,(62 Reviews),Private,"Faizabad,Uttar Pradesh + 5 more",40 years old,201-500 Employees (India)
7777,Pathways World S...,4.6,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",19 years old,201-500 Employees (Global)
7778,Digital Minds So...,3.7,(62 Reviews),Hyderabad,10 years old,51-200 Employees (India),
7779,ALEC,4.2,(62 Reviews),Private,Dubai + 7 more,23 years old,10k-50k Employees (India)
7780,Swami Vivekanand...,3.6,(62 Reviews),Private,"Meerut,Uttar Pradesh",14 years old,501-1k Employees (India)
7781,North West Carry...,4.2,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,10k-50k Employees (India)
7782,Prayag Polymers,4.0,(62 Reviews),Private,"Delhi/NCR,Delhi + 11 more",36 years old,201-500 Employees (India)
7783,Trinity Mobility,3.3,(62 Reviews),Private,"Bangalore,Karnataka + 4 more",11 years old,201-500 Employees (India)
7784,Rostfrei Steels,3.8,(62 Reviews),Private,"Delhi/NCR,Delhi + 4 more",18 years old,201-500 Employees (India)
7785,Hindustan Colas,3.8,(62 Reviews),Private,"Mumbai,Maharashtra + 13 more",26 years old,201-500 Employees (India)
7786,Government of Od...,3.9,(62 Reviews),Private,Bhubaneswar + 11 more,1k-5k Employees (Global),
7787,JL Morison India,3.8,(62 Reviews),Public,Mumbai + 17 more,88 years old,201-500 Employees (India)
7788,Voltamp Transfor...,3.5,(62 Reviews),Public,"Vadodara/Baroda,Gujarat + 8 more",59 years old,501-1k Employees (India)
7789,WinWire Technolo...,4.2,(62 Reviews),Private,"Hyderabad/Secunderabad,Telangana",15 years old,201-500 Employees (India)
7790,Walking Tree,3.4,(62 Reviews),Private,Hyderabad + 6 more,14 years old,201-500 Employees (India)
7791,GreenPoint Globa...,3.0,(62 Reviews),Private,Rye + 1 more,21 years old,201-500 Employees (India)
7792,Featherlite,3.1,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",57 years old,1k-5k Employees (India)
7793,International SO...,3.1,(62 Reviews),Private,Singapore + 10 more,22 years old,201-500 Employees (India)
7794,Unitech Machines,3.8,(62 Reviews),Private,Gurgaon + 9 more,36 years old,1k-5k Employees (India)
7795,Aditya Hospital,4.2,(62 Reviews),Private,Hyderabad + 7 more,24 years old,51-200 Employees (India)
7796,Link Intime,3.7,(62 Reviews),Private,"Mumbai,Maharashtra + 4 more",23 years old,201-500 Employees (India)
7797,Just Buy Live En...,4.0,(62 Reviews),"Mumbai,Maharashtra + 8 more",7 years old,51-200 Employees (India),
7798,Exel Rubber,4.4,(62 Reviews),Public,Hyderabad + 2 more,32 years old,51-200 Employees (India)
7799,Upstox,4.0,(62 Reviews),Private,"Mumbai,Maharashtra + 14 more",11 years old,201-500 Employees (India)
7800,Sellcraft Global...,3.7,(62 Reviews),Pune + 5 more,35 years old,51-200 Employees (India),
7801,Indovance Inc,3.0,(62 Reviews),Private,"Apex,North Carolina",19 years old,201-500 Employees (India)
7802,SDP & Associates...,3.8,(62 Reviews),Kolkata + 5 more,29 years old,51-200 Employees (India),
7803,Reshamandi,4.6,(62 Reviews),Private,"Bangalore,Karnataka + 7 more",2 years old,201-500 Employees (India)
7804,Cyntexa,4.9,(62 Reviews),Private,"San Francisco,California",4 years old,201-500 Employees (India)
7805,QUADRANT RESOURC...,3.2,(62 Reviews),"Redmond,Washington + 1 more",501-1k Employees (India),,
7806,Rockwell Industr...,3.9,(394 Reviews),Hyderabad + 3 more,36 years old,201-500 Employees (India),
7807,Interra Informat...,3.4,(61 Reviews),Private,San Jose + 3 more,26 years old,201-500 Employees (India)
7808,The Energy and R...,3.9,(61 Reviews),Private,New Delhi + 7 more,48 years old,1k-5k Employees (India)
7809,Aster (India),4.0,(61 Reviews),Private,New Delhi + 11 more,32 years old,51-200 Employees (India)
7810,Amplifon,3.4,(61 Reviews),Private,"Milan,Milan + 20 more",72 years old,201-500 Employees (India)
7811,UPS Supply Chain...,4.0,(61 Reviews),Private,"Alpharetta,GA,United States + 11 more",20 years old,201-500 Employees (India)
7812,SNS College of E...,4.8,(61 Reviews),Private,Coimbatore,51-200 Employees (Global),
7813,Site Engineering,3.8,(61 Reviews),Private,Atlanta + 21 more,37 years old,10k-50k Employees (India)
7814,e-mug Technologi...,3.5,(61 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",21 years old,51-200 Employees (India)
7815,Contacare Eye Ho...,3.0,(61 Reviews),Thane + 16 more,35 years old,201-500 Employees (Global),
7816,Porus Laboratori...,4.4,(61 Reviews),Private,Hyderabad + 2 more,28 years old,201-500 Employees (India)
7817,PETROJET,3.6,(61 Reviews),Private,Cairo + 10 more,47 years old,10k-50k Employees (Global)
7818,Azadea Group,4.2,(61 Reviews),Beirut + 9 more,44 years old,10k-50k Employees (Global),
7819,Salasar Techno E...,3.9,(61 Reviews),Public,New Delhi + 9 more,16 years old,51-200 Employees (India)
7820,Okinawa Autotech,3.4,(61 Reviews),Private,"Gurgaon,Haryana + 7 more",6 years old,51-200 Employees (India)
7821,Spinks Softech,4.1,(61 Reviews),Private,Gurgaon + 3 more,34 years old,
7822,Suryalakshmi Cot...,3.8,(61 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",60 years old,501-1k Employees (India)
7823,Silver Spark App...,4.0,(61 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
7824,Nandan Petrochem,3.4,(61 Reviews),Public,"Mumbai,Maharashtra + 11 more",30 years old,201-500 Employees (India)
7825,Sandhar Componen...,3.7,(61 Reviews),Gurgaon + 7 more,35 years old,201-500 Employees (India),
7826,Faze Three,3.6,(61 Reviews),Public,"Mumbai,Maharashtra + 7 more",40 years old,201-500 Employees (India)
7827,Knowledge Podium...,2.8,(61 Reviews),Private,Dehradun + 3 more,11 years old,501-1k Employees (India)
7828,JP Group,4.0,(61 Reviews),Private,Hosur + 16 more,12 years old,51-200 Employees (India)
7829,Joister Infomedi...,3.2,(61 Reviews),Mumbai + 3 more,20 years old,1k-5k Employees (India),
7830,Medgenome Labs,3.7,(61 Reviews),Private,"Bangalore,Karnataka + 8 more",9 years old,201-500 Employees (India)
7831,Stratosphere IT ...,3.9,(61 Reviews),Private,"Noida,Uttar Pradesh + 8 more",10 years old,51-200 Employees (India)
7832,PizzaExpress,4.5,(61 Reviews),Private,London + 9 more,57 years old,10k-50k Employees (Global)
7833,Fabtech Technolo...,3.9,(61 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (India)
7834,Ashwini Hospital,4.0,(61 Reviews),Private,Cuttack + 11 more,35 years old,
7835,JP Group,4.0,(61 Reviews),Private,Hosur + 16 more,12 years old,51-200 Employees (India)
7836,EMSON GEARS,4.2,(61 Reviews),Private,Ludhiana + 2 more,52 years old,1k-5k Employees (India)
7837,Trn Energy,3.6,(61 Reviews),Raipur + 5 more,16 years old,1k-5k Employees (India),
